AVL,RB,B ONE,B FIVE,B TEN
23972,50,109,68,68
23519,50,94,68,70
24609,49,98,69,73
23956,47,88,76,78
24020,50,98,67,74
24923,50,96,67,69
25151,54,97,75,78
23544,47,98,70,72
24619,47,100,68,71
24784,51,97,73,76
24443,55,95,70,70
24055,53,99,67,74
24163,49,99,73,71
24842,48,99,76,69
24017,49,103,65,77
24189,50,93,71,70
24954,53,103,70,66
24412,51,111,71,67
25060,51,105,75,67
25591,50,97,78,72
24031,49,99,68,66
24310,54,95,62,62
23668,49,96,66,70
24208,52,101,66,68
24272,53,97,66,78
24145,51,94,62,59
24656,50,97,63,67
24551,48,96,65,66
23923,53,98,63,75
24286,45,95,70,73
23639,50,90,69,74
23199,46,91,68,69
24425,50,93,66,71
25059,48,100,68,75
23898,52,93,65,70
24647,50,93,69,65
23487,53,101,59,68
23590,52,91,66,71
24805,47,103,70,72
24050,53,96,80,78
23824,49,99,71,70
23897,49,97,67,69
24776,53,95,66,77
24016,50,98,71,75
24005,47,98,63,78
23691,47,90,70,81
24485,51,92,72,64
24263,51,98,75,68
22865,54,96,60,68
23760,50,92,74,71
23074,52,97,69,69
22812,51,88,67,64
23695,52,97,65,64
23664,47,98,66,65
23953,52,106,66,76
23560,49,89,69,64
24751,52,94,73,71
24927,51,101,72,77
23402,48,97,71,69
24187,53,96,74,73
23945,49,93,66,63
23983,48,96,61,61
23786,49,96,65,64
23668,55,88,63,62
23888,52,102,68,65
23889,46,95,69,72
23513,50,98,74,75
23601,48,92,65,65
24239,51,97,74,73
23513,48,97,74,65
23710,52,101,71,84
22920,50,98,69,76
24786,52,101,71,68
24238,46,93,66,69
23213,52,93,70,73
23951,48,96,71,73
23460,50,90,76,65
23847,47,97,73,67
23482,50,90,64,65
22975,48,98,67,71
24954,47,96,61,66
23721,49,95,71,64
23355,50,91,69,70
23756,52,96,64,67
24857,49,96,71,70
23525,51,101,69,70
22915,51,93,69,69
23260,48,100,67,66
23868,49,96,71,80
23259,53,92,66,74
23910,52,99,72,71
24811,48,93,66,65
23946,52,102,69,66
23612,51,95,75,68
22263,50,98,73,71
24117,47,103,68,68
24548,56,96,70,66
23353,54,97,72,63
24449,49,99,68,66
23932,49,96,65,75
23867,48,94,64,66
23379,51,101,77,70
24365,52,96,67,67
23630,52,92,60,68
23164,50,92,70,67
23749,50,100,66,69
24297,51,93,65,68
24017,47,94,66,72
23324,56,96,69,69
23268,50,108,68,71
23437,49,88,65,65
23772,55,99,66,64
23757,53,94,66,68
23658,50,94,69,63
24483,52,97,67,68
23648,52,94,76,65
24102,52,103,66,71
23176,50,93,61,67
22732,49,95,74,78
23315,50,102,68,62
23496,46,96,78,75
23273,48,90,69,66
23641,47,95,69,69
23318,52,97,68,66
23705,50,100,70,70
24495,48,99,61,67
23130,49,97,76,71
24012,55,90,71,69
24493,52,96,65,64
24442,50,96,74,72
23363,49,93,68,66
22753,53,93,66,66
23361,52,98,72,73
23085,54,100,68,71
23787,48,98,63,75
23251,48,97,65,64
23788,48,95,67,65
23643,51,95,63,71
23436,51,93,73,75
24064,47,91,71,67
23615,52,97,73,65
23290,52,100,60,69
22765,52,104,69,82
23055,48,101,69,78
23271,48,101,70,72
22348,51,92,69,77
22828,50,95,72,73
22489,51,93,68,66
23197,51,95,70,70
23287,51,98,69,71
23008,50,101,66,75
22762,52,106,73,69
23015,49,95,65,72
23555,47,96,64,67
23443,51,93,67,71
23196,51,102,73,67
22906,53,94,66,63
24678,49,95,64,59
22928,51,95,70,72
23281,55,97,72,69
23327,50,102,69,72
23477,51,100,68,71
22323,53,98,74,67
23225,52,93,70,62
22953,50,102,75,72
23560,50,98,71,70
22893,51,90,68,72
23107,51,99,69,73
23692,51,92,72,67
23809,54,92,69,69
23154,48,100,71,76
22856,48,92,68,72
22657,51,97,73,72
22849,53,89,62,62
23689,51,91,67,64
23525,49,91,74,72
22801,51,90,70,63
23981,50,102,71,73
22192,48,86,72,66
22456,55,93,70,75
23263,47,98,71,78
22352,51,100,67,65
23429,51,96,66,74
22605,47,100,71,71
23104,52,88,66,66
23570,49,92,71,66
23635,49,93,69,74
22960,52,96,71,64
23560,49,106,65,64
23121,51,94,67,63
22871,50,94,76,71
23350,48,88,72,74
23673,48,97,72,69
23070,55,93,64,63
22900,48,93,77,72
23357,50,93,70,67
22471,51,114,66,68
23298,55,91,72,68
22192,51,100,71,69
22956,54,91,64,69
22618,50,99,70,69
23491,52,91,64,62
24383,50,94,72,71
23202,54,102,70,66
22120,52,89,62,65
23563,51,95,68,64
23668,47,97,70,72
23713,55,100,66,69
23388,50,93,65,71
23573,52,105,67,74
22103,50,92,66,76
23608,50,97,74,66
23038,48,99,72,66
23370,49,95,72,69
22747,49,94,69,74
22599,49,100,68,74
23277,49,87,77,71
23204,50,94,67,62
22025,48,93,67,67
24119,50,90,61,69
23314,47,86,63,62
23441,51,95,66,72
23773,50,91,71,72
23033,52,93,64,67
22310,51,94,81,65
22961,48,97,74,64
22660,52,102,71,63
21930,50,92,71,73
22847,47,101,67,73
23271,54,106,66,66
22881,50,95,66,74
23366,52,109,66,76
23237,50,89,68,70
22917,51,93,65,67
22393,45,93,64,71
22490,50,87,66,66
22421,53,100,70,65
23343,48,93,73,68
22268,48,95,69,77
22423,48,97,72,73
22549,52,99,67,63
22042,46,92,67,65
23159,51,93,63,57
22727,51,91,75,69
21981,50,104,73,79
23082,46,102,83,65
22927,51,94,67,67
22909,50,99,67,66
23210,50,106,71,72
23160,49,97,79,73
22468,53,95,69,72
22738,51,94,65,66
21265,47,103,72,72
22571,54,104,71,64
22651,52,99,77,76
21881,50,96,75,69
22667,49,87,69,67
23077,49,96,68,78
22876,56,95,68,75
22476,53,90,71,60
22709,47,93,65,71
22309,51,98,65,74
22345,51,91,61,73
22570,51,93,62,67
22852,48,100,65,64
22733,47,97,68,65
21307,50,88,66,72
22863,52,91,65,64
22998,48,94,64,73
22895,54,101,68,75
22609,53,93,69,61
20899,54,97,67,67
23337,55,103,62,74
22442,49,107,72,74
22550,45,102,70,77
22874,51,90,66,64
22500,48,100,71,61
22869,48,90,64,63
22332,50,88,65,58
21897,50,90,67,62
21608,53,92,65,71
22113,47,91,68,68
21894,51,96,69,69
22867,50,92,68,67
22265,51,96,68,68
23334,47,84,67,60
22841,53,108,67,73
22958,52,95,68,63
22877,50,103,69,66
22410,49,92,69,65
21861,49,87,65,68
21965,51,93,70,73
22741,52,101,71,72
22225,50,86,68,68
21932,53,98,69,74
22491,53,96,71,68
23182,47,95,65,64
22578,55,103,71,75
23276,49,94,68,69
22417,50,100,64,70
21646,50,95,64,71
23229,52,97,70,67
22095,50,92,68,77
22136,51,96,66,63
22231,50,94,66,69
22505,52,92,64,67
21791,48,92,71,67
22221,52,85,65,64
22491,49,97,67,63
21943,53,87,64,63
21992,49,95,72,64
21555,54,91,71,66
22418,49,86,61,67
22484,53,97,72,72
22726,50,98,66,65
22118,47,96,66,64
22134,48,99,68,71
21153,49,103,76,75
22526,51,94,73,72
21907,51,96,77,71
22316,49,98,67,73
21972,47,100,70,72
22875,50,93,67,65
22521,51,95,64,71
22620,49,95,67,86
21792,48,92,61,67
22026,52,90,63,74
21650,48,92,67,68
22198,51,98,70,72
22235,53,95,67,74
22349,49,89,68,71
22098,51,93,74,70
22753,54,90,70,63
22066,51,86,63,68
21795,50,87,75,69
22546,52,92,71,73
22094,48,90,66,69
21432,52,90,64,68
21818,50,91,66,67
22696,50,113,64,71
22384,50,98,70,67
21821,53,91,64,65
22123,48,92,71,68
21554,52,96,73,74
22274,48,97,65,68
21700,51,97,66,71
21395,51,92,62,65
21795,48,100,67,72
21666,50,92,67,67
21396,44,92,66,78
21560,51,96,66,66
21593,45,90,66,66
21517,45,86,63,58
22523,51,94,68,66
21774,54,89,68,81
21020,50,98,63,67
22242,52,103,70,70
23153,50,90,70,68
22864,52,103,68,71
21600,50,98,70,68
21641,48,92,66,63
21924,50,96,67,61
21984,52,93,78,68
22020,48,99,61,68
21760,50,95,62,71
22808,51,98,67,65
22099,50,95,68,60
21810,51,96,65,64
21681,47,92,71,63
22211,51,85,71,64
21391,48,94,62,66
21711,53,94,69,68
21905,49,91,67,62
22399,52,93,64,66
21752,49,94,64,74
22031,48,90,65,69
21806,50,95,66,67
22215,49,97,67,71
21599,53,93,68,61
22385,50,90,63,71
21420,49,89,72,73
21341,53,97,66,68
21312,51,93,71,63
22204,51,100,66,71
22148,52,100,69,67
22763,49,102,71,77
21946,50,107,65,69
22304,49,94,70,71
22362,50,103,73,76
22320,49,92,64,65
21034,51,100,72,64
21575,49,97,70,73
22617,50,100,69,68
23398,49,97,66,67
21957,51,105,63,71
21612,48,99,73,65
21728,46,93,66,61
21799,54,98,73,70
22561,50,96,73,64
21110,51,94,68,63
21230,54,98,67,69
21923,50,93,71,76
22456,52,95,63,67
21718,52,99,72,64
21280,52,98,70,68
22293,44,97,73,66
21996,50,101,67,75
22060,52,90,67,68
22148,48,95,68,68
21986,54,90,64,65
20526,50,96,68,60
22058,52,94,76,64
21982,47,88,68,68
21878,53,92,68,69
21193,53,95,59,67
21393,51,107,64,65
21322,48,93,65,62
20404,48,91,72,65
22034,49,100,65,67
22218,49,93,71,68
21603,49,97,77,72
21487,47,91,68,70
21399,53,101,69,73
21983,52,100,71,70
22086,46,88,65,69
21173,49,97,67,67
21866,51,91,65,70
21238,50,101,67,65
21881,50,97,69,72
21625,48,99,68,67
21699,50,93,69,66
22164,55,105,66,72
21533,52,98,66,69
22252,51,93,64,66
21450,53,95,73,78
22164,52,93,69,75
21390,52,92,61,71
21349,48,96,68,70
20645,48,93,74,67
22002,53,90,65,58
21477,49,97,64,57
21186,47,86,61,63
21848,49,105,71,68
21866,52,95,62,68
21483,51,97,77,68
21068,52,97,67,64
21884,51,84,61,56
21182,51,99,67,67
21743,52,99,66,69
20694,52,93,69,69
21095,51,100,71,61
21023,47,103,68,68
21977,55,95,70,60
21243,46,103,70,70
21190,51,90,62,64
21349,50,92,70,67
21185,47,95,66,61
21690,49,96,71,61
21823,53,93,70,69
20760,47,93,68,61
21704,47,83,60,64
22391,50,95,67,73
21024,51,90,67,62
20845,49,92,67,64
21740,49,97,65,68
20555,49,93,62,65
21483,49,98,70,65
21319,49,101,67,67
21203,50,98,77,65
21597,50,95,64,67
20880,52,97,75,69
21257,45,105,64,63
22564,50,97,67,71
21419,48,93,61,64
21179,49,97,72,70
22659,48,93,66,66
21747,49,90,77,61
21336,50,95,68,64
20768,51,93,65,64
21582,51,92,61,66
21121,51,92,66,61
20976,47,96,68,63
21156,48,95,63,62
20602,51,91,67,67
22077,49,91,64,66
20948,46,96,66,66
21839,50,102,59,67
21145,49,93,69,70
20802,49,94,67,71
22279,46,90,65,61
21075,52,103,67,67
21938,52,93,65,67
20408,47,98,70,75
21270,50,94,67,75
21835,48,95,75,65
21708,48,98,65,67
20461,49,96,70,65
20497,51,89,64,56
20068,51,91,69,73
21192,50,102,65,71
21737,48,95,68,69
21472,46,87,75,63
21205,50,100,66,75
21702,54,92,73,75
21707,52,90,74,68
21359,48,104,70,65
21781,52,92,67,66
21099,53,98,66,75
20959,53,110,67,67
21366,50,94,62,59
21456,52,91,69,63
21426,47,91,68,61
21432,47,91,63,66
21390,52,103,65,70
21823,54,96,62,64
21408,52,103,67,71
21673,50,91,68,68
21224,52,97,67,68
20114,50,98,67,69
20775,48,92,68,64
21309,48,93,68,76
20536,51,94,77,68
20957,52,94,69,71
20856,50,101,74,68
20844,50,108,66,73
20625,51,97,68,73
20470,48,106,68,67
20844,48,95,65,66
20802,49,88,62,59
21116,53,93,66,63
20983,55,99,69,65
20766,51,92,63,67
20283,47,90,65,64
20742,49,96,65,65
21623,48,90,64,72
21874,46,96,67,67
20835,48,105,67,68
20567,47,94,69,70
21659,53,96,64,67
21506,52,105,68,66
20387,55,102,69,69
21005,56,100,65,71
21486,49,92,60,61
21079,47,105,65,65
20800,51,92,68,67
21083,53,93,64,71
20983,52,98,76,60
20816,50,89,66,70
20563,50,89,60,59
20108,50,96,70,63
19192,57,88,69,65
21596,54,92,70,61
19871,51,93,78,73
20756,48,90,59,75
21028,51,95,59,62
20824,53,87,64,58
20523,53,92,67,61
20957,54,94,64,65
20392,48,95,66,65
20754,50,94,66,61
20210,55,96,64,65
20301,52,97,60,69
20383,51,97,73,68
20695,50,92,66,66
21360,52,92,68,67
20634,46,93,68,72
20658,45,91,66,61
21050,48,98,74,67
20077,49,99,71,67
20589,51,94,65,69
21007,50,87,60,69
20948,52,86,68,62
21106,52,90,61,65
20362,45,95,64,72
19915,48,98,70,62
20605,45,90,68,67
20216,48,96,64,64
20623,51,95,65,71
20802,48,95,65,67
21439,51,107,69,69
21387,55,90,61,62
19775,47,81,62,60
20521,49,92,71,60
20292,54,92,71,65
20323,52,99,62,65
20579,50,100,73,71
20264,54,106,71,68
21039,49,92,59,67
20313,48,89,65,67
20129,48,92,66,62
21161,50,85,65,64
20525,47,89,63,67
21165,49,97,64,72
19740,51,87,67,68
20916,47,91,64,67
20131,50,98,72,72
20182,50,101,72,70
20306,50,93,65,64
20331,48,100,66,65
19417,49,88,64,57
20911,49,101,70,69
20674,48,88,68,69
20377,52,86,60,64
20561,49,93,73,69
20428,45,100,75,71
21162,51,91,66,70
20811,51,100,66,75
21254,50,97,68,70
21034,47,104,62,67
20369,48,95,64,65
20204,49,97,68,68
19771,48,92,63,62
20084,48,100,72,69
20057,52,96,68,67
20103,49,94,63,62
20676,53,97,69,61
20071,51,99,68,69
20283,52,94,69,63
20160,52,87,66,60
19969,48,91,63,71
20343,49,94,66,65
19770,51,92,68,74
19900,49,95,64,62
20244,51,96,67,64
19675,47,98,75,71
20532,47,89,64,63
19874,47,97,68,66
19447,50,90,62,65
20191,52,92,62,65
20228,49,92,68,63
20397,50,89,69,78
20054,48,94,68,69
19015,53,87,65,68
20363,54,93,63,61
20926,48,99,71,67
19774,49,100,66,68
20570,49,86,61,64
20152,48,97,68,61
20830,51,91,67,66
20147,51,94,68,61
20298,51,95,70,69
19819,50,91,72,67
20341,54,89,68,67
20302,51,89,63,67
20032,50,91,68,61
19892,52,90,67,61
20143,50,85,61,77
20315,49,96,63,65
19593,53,92,66,67
19940,51,96,69,65
20591,48,97,66,65
19894,56,91,73,65
20414,48,93,72,63
19891,48,100,70,69
20201,52,94,67,68
20531,53,92,62,57
20743,51,92,63,60
19876,52,94,63,66
20315,48,97,65,61
19717,49,92,69,70
19318,48,91,62,64
19843,52,105,72,78
20702,52,94,68,68
20568,48,92,71,64
20184,52,94,67,63
20534,53,93,66,65
20243,45,91,65,63
19841,49,93,70,71
20095,52,95,73,69
19958,50,102,64,67
19838,48,101,72,66
20180,52,92,65,62
20680,50,91,64,61
19848,51,82,61,56
19887,49,104,72,69
20042,49,93,71,66
19690,50,100,63,64
20226,49,111,75,66
19408,52,107,73,65
19878,48,97,70,64
19299,51,96,70,69
19644,50,89,60,67
19235,49,94,68,62
19675,47,92,65,62
19830,49,92,65,65
20647,49,98,65,68
19882,49,91,60,69
20041,47,94,70,59
19820,51,90,66,61
20251,56,91,67,65
20196,51,105,67,77
19350,51,100,65,65
20666,47,92,65,65
19541,51,92,67,69
19163,50,97,63,67
20166,51,88,67,63
19535,51,89,67,70
20191,47,85,69,63
20066,49,106,63,65
19353,49,84,57,58
20052,51,101,70,68
19545,51,87,77,65
19809,51,88,68,67
20040,53,94,65,65
19699,50,94,66,69
19647,49,83,62,63
19823,52,93,63,75
20125,49,105,73,70
19776,49,97,67,59
20552,52,93,73,67
20466,52,96,63,61
19454,54,91,76,70
20473,47,91,70,68
19510,49,92,61,58
19819,50,97,69,66
18721,53,89,71,66
19690,49,96,67,65
19419,49,91,62,62
19186,51,93,63,63
19823,49,88,63,60
19653,49,104,65,66
19665,51,94,71,67
20528,52,99,64,64
19524,49,91,68,61
19046,47,94,67,65
19334,53,92,66,68
19864,55,92,67,69
19873,47,91,72,86
19499,50,100,69,72
19856,49,103,71,68
20448,51,88,67,65
19910,48,91,69,64
20070,50,94,66,69
18955,47,88,63,59
19289,45,89,67,63
19186,51,89,62,64
19992,51,95,71,60
19539,51,97,73,75
19042,45,94,63,62
19451,51,95,62,66
19995,48,98,70,71
19682,49,101,67,66
19508,52,88,70,67
19419,49,91,67,63
19378,49,92,68,62
19438,50,94,65,71
19504,54,94,63,68
19359,50,96,75,68
19343,52,98,67,66
19393,50,93,61,64
19878,49,100,70,67
19378,51,93,65,65
19639,50,94,67,69
20011,51,94,71,65
19660,48,91,66,62
19082,53,91,69,67
19471,53,96,71,67
18397,49,95,68,69
19341,46,84,64,62
19480,51,100,69,62
20250,49,97,74,70
19547,50,94,63,79
19197,52,97,69,67
19420,47,90,69,62
19785,52,90,68,65
18319,51,93,71,72
20047,52,98,66,69
19110,49,95,69,57
20319,50,91,63,65
19352,50,93,62,59
19250,47,92,67,60
19850,50,91,61,67
19606,49,84,65,58
19076,49,92,70,70
19192,49,92,68,67
17909,49,91,64,67
20003,51,93,67,72
19473,50,92,63,60
19495,52,92,67,68
19939,51,93,63,70
19997,54,99,66,64
19012,52,105,70,66
19496,49,92,62,61
19026,47,99,65,65
18624,48,92,66,71
19392,51,97,66,69
18996,52,89,61,61
19123,54,99,64,63
19250,47,103,65,68
19788,50,88,59,58
18832,48,90,62,70
18513,54,103,73,61
19952,49,91,69,72
19555,50,89,64,64
18933,50,89,66,66
19438,48,102,64,65
18720,52,90,68,64
19284,52,95,69,76
18578,53,96,66,71
19481,47,89,61,67
19302,53,108,61,73
18929,53,93,69,69
18958,51,92,70,62
18249,51,87,61,69
19307,54,105,70,62
19398,47,94,72,64
18490,48,93,64,63
18921,48,95,65,82
18895,54,97,69,68
19542,52,86,71,64
19519,50,93,63,70
19055,56,97,75,67
19046,52,97,68,68
19379,49,92,69,75
18315,49,94,64,62
19113,52,100,68,61
19759,50,89,68,65
18329,53,94,75,73
18921,47,84,59,57
19550,55,87,62,58
18710,49,92,83,67
18881,50,88,70,57
18908,48,95,65,66
18750,47,91,77,64
18546,51,88,68,72
18767,50,96,71,75
19735,46,92,60,61
18980,46,96,65,70
17905,50,88,64,61
19158,50,91,68,65
18856,49,96,67,63
19705,54,102,68,75
19151,53,98,70,60
19114,54,92,67,69
19429,52,95,58,67
19095,46,93,66,56
18521,49,88,62,62
18966,52,86,66,67
18746,49,93,67,64
18933,51,93,66,58
18513,50,93,65,57
20215,50,95,65,67
19451,55,89,63,60
18838,52,99,70,69
18552,50,93,69,76
19499,53,95,64,61
19364,48,92,64,67
18788,49,87,66,67
18710,48,96,67,65
18507,56,96,65,61
19280,51,92,66,65
18994,50,96,69,59
18853,50,87,65,65
19026,51,95,68,65
18669,50,94,65,69
19216,52,99,67,68
19280,51,93,66,66
18392,49,96,63,61
17874,53,90,64,64
17512,51,93,67,57
18475,51,95,65,63
18946,48,84,57,58
18612,49,102,68,72
19511,51,94,64,63
19671,50,93,65,61
18794,54,105,72,73
19005,52,94,71,69
18836,48,90,70,70
19464,47,89,62,65
19362,48,101,66,68
18218,44,92,64,65
19151,48,88,65,71
18386,50,89,62,64
18854,52,90,66,62
18133,49,92,63,60
19007,51,94,64,67
18885,47,107,71,69
18602,48,94,61,63
18492,52,97,72,65
18329,50,88,66,71
19429,48,96,65,71
19030,46,95,63,66
18432,48,94,66,70
18901,45,96,63,58
19322,46,85,64,52
19649,49,90,73,68
18918,52,94,65,65
18726,50,95,69,66
18582,51,105,65,68
18967,51,98,62,65
18211,47,88,72,63
18619,46,102,69,74
18058,47,100,73,63
19376,50,91,68,66
18957,49,91,71,65
18121,50,93,67,60
18765,44,101,69,64
18433,51,102,70,68
18297,49,99,67,65
17945,44,95,71,64
18437,47,95,67,63
19470,49,89,68,60
18271,51,101,69,60
18970,50,94,66,75
18956,49,92,66,65
18981,54,98,64,70
18811,49,93,64,59
18728,52,101,73,67
18000,48,109,65,65
18662,52,102,67,65
17920,50,95,70,62
18739,46,94,62,65
18217,49,98,67,64
17823,48,94,71,68
18683,50,94,68,64
18124,49,95,63,73
18446,51,98,66,59
18020,49,89,64,63
17548,51,86,62,64
17912,47,95,62,68
18439,47,94,64,67
17379,54,96,65,65
18843,51,90,65,61
18989,51,103,73,74
18186,47,89,65,60
18826,54,95,68,72
17997,51,94,70,58
18991,50,93,66,63
18650,50,88,69,59
18667,49,102,68,68
18650,48,91,66,62
18448,48,97,69,64
18348,48,99,65,70
18501,48,97,70,62
18317,51,101,71,70
18268,52,100,71,66
18313,54,99,64,65
17724,48,98,68,64
18112,46,95,70,74
18336,52,98,62,65
18565,49,89,66,66
18156,49,96,64,67
18367,48,89,65,63
18442,53,90,73,69
18471,48,94,63,59
18293,52,101,61,65
18550,49,95,70,64
18281,47,93,69,65
18260,52,93,70,68
18017,50,94,70,63
17475,50,87,67,69
17785,52,90,64,60
17173,48,97,73,68
18155,50,93,61,65
17930,49,103,68,62
19014,56,96,68,67
17608,51,87,65,62
18475,48,91,60,64
18082,50,92,66,68
17736,47,90,68,60
18559,51,97,72,69
18752,48,102,69,74
18423,54,89,64,61
18105,45,92,64,63
18516,52,93,65,66
18134,45,91,63,62
18794,48,96,68,67
18355,50,98,71,69
17601,47,102,63,63
18748,50,91,69,64
17957,51,98,64,61
18411,48,100,77,63
18636,54,96,64,65
18197,48,91,68,67
17918,51,88,67,64
18267,47,91,66,67
18008,49,102,69,71
18562,49,99,69,78
18113,53,90,66,67
17667,51,91,65,67
18575,48,89,69,68
17949,49,94,71,70
17735,51,89,63,62
17621,55,102,66,57
17941,48,94,68,72
18102,48,98,72,68
17294,51,93,65,58
18277,47,96,68,66
18009,49,94,62,64
18575,48,95,81,72
18489,49,91,66,70
17577,49,91,65,72
17954,49,99,70,68
18066,52,95,62,64
18504,53,94,68,72
16812,46,100,72,64
17748,53,97,62,66
17907,49,87,70,73
17463,51,104,72,68
18260,53,94,66,60
18019,49,93,66,60
17716,47,92,68,67
17771,49,97,70,63
18001,52,89,68,71
17768,51,95,65,69
18267,49,86,60,66
18200,46,108,72,77
17940,49,98,65,65
18103,52,91,68,68
17485,49,96,70,70
17964,53,92,68,66
17882,50,93,65,64
17834,50,95,66,67
18695,48,94,60,63
18045,53,91,66,64
18347,48,103,78,72
18607,48,102,72,76
17877,49,85,64,65
17801,50,92,62,66
17706,51,86,64,67
17120,57,94,66,61
18560,49,98,72,69
18641,52,98,70,63
18045,46,100,66,63
17888,51,91,67,66
17547,51,97,71,66
17821,54,92,63,66
17847,50,91,64,65
18240,55,90,66,63
17682,51,98,73,67
17691,51,88,65,64
17602,52,92,64,62
18257,48,97,70,61
17243,49,96,66,71
17053,48,93,68,63
17869,52,98,63,67
17857,45,100,69,66
17772,53,93,65,63
17326,52,93,58,63
17633,51,96,67,68
17476,48,98,65,61
18075,49,84,64,73
18079,50,108,64,70
17752,49,92,65,69
17476,50,91,67,63
17141,51,84,67,65
18698,47,95,59,61
18236,47,92,68,64
17893,51,104,67,70
16981,50,99,68,71
16882,48,92,61,67
17356,52,96,64,66
17835,50,97,66,69
17817,48,97,68,70
18111,47,96,68,71
17344,47,92,70,59
17972,51,88,68,61
17210,50,93,64,69
17518,47,88,68,67
17306,49,92,69,62
17150,49,99,69,60
17574,50,95,66,62
17857,51,93,68,65
17610,47,92,68,64
17305,51,89,60,63
17836,47,94,67,59
17567,50,91,69,72
18218,48,101,69,70
17563,51,88,66,63
17531,53,91,67,72
16751,48,92,68,62
17404,50,91,72,74
18235,50,91,65,64
17258,50,86,67,65
17483,50,86,57,54
17482,53,94,64,71
17786,50,90,70,71
18642,50,92,69,62
18045,50,84,62,61
18099,49,110,68,64
17370,55,92,67,63
17908,50,93,60,62
17314,46,98,68,72
17064,50,92,64,61
17721,51,87,58,63
16741,47,99,71,73
17052,49,86,61,56
16966,48,91,73,64
17583,53,93,71,63
17249,52,93,62,65
17350,44,92,62,66
17848,52,91,68,64
16666,52,96,60,62
17403,51,90,67,62
16710,51,91,69,65
17264,50,93,62,81
16804,50,92,69,63
17570,52,93,69,66
16927,50,96,66,69
18034,51,88,65,60
17801,49,87,58,57
17487,47,92,67,71
17675,52,91,71,62
17650,52,88,66,65
16675,50,93,62,59
16449,50,97,69,68
16996,47,88,67,64
17123,52,93,65,60
17713,47,102,74,67
17504,50,101,67,67
17752,49,89,65,64
17702,52,96,70,69
17133,50,108,72,68
16780,51,94,72,67
17434,48,101,70,67
17221,51,96,68,63
17297,53,93,73,69
17128,54,91,60,63
17193,45,89,63,65
16977,52,91,68,63
17323,48,87,62,63
17063,48,90,75,67
17221,49,89,64,75
16892,50,90,57,59
17509,46,94,65,64
18040,50,91,62,65
17013,46,89,64,60
16246,50,93,66,69
17184,49,100,66,60
17063,51,87,73,65
16526,49,91,65,67
17019,52,95,72,64
17449,52,101,75,57
17326,52,95,66,69
17408,53,99,61,60
16438,49,102,64,64
17281,52,99,70,63
16970,48,95,64,71
16885,55,100,63,66
17393,49,92,66,60
17592,50,101,72,65
17554,46,95,72,67
16633,47,101,67,64
17030,48,84,62,56
16967,48,98,65,70
17259,49,99,64,68
17975,50,86,69,74
16989,51,92,61,61
17222,46,96,64,70
17179,48,98,73,61
17168,47,86,62,63
17000,53,95,61,64
17217,47,91,70,63
16868,52,83,69,67
17960,49,86,67,66
17091,50,95,64,67
16450,48,95,69,66
17230,48,100,63,64
16992,50,93,65,67
17624,49,98,65,71
16986,52,95,71,70
17373,47,89,68,60
16561,49,101,72,67
17098,46,92,71,66
16627,50,86,59,56
17507,52,94,69,69
17642,51,93,65,65
16987,48,96,63,67
16865,48,90,73,64
16017,55,91,61,58
17245,50,92,68,65
16654,51,88,67,71
17588,53,89,65,63
16666,49,95,71,61
17125,53,95,66,64
17051,49,91,63,65
17081,51,90,64,68
17055,48,106,67,64
17309,48,92,62,61
16870,48,103,66,63
16126,51,108,65,64
17039,50,93,61,62
16384,50,94,61,71
16301,48,94,67,63
16954,50,91,65,65
17244,50,91,69,63
16681,54,93,63,66
16432,48,91,64,64
17449,48,100,66,61
17320,47,91,74,73
17067,54,87,61,52
16186,48,85,63,57
16432,49,94,69,72
16410,47,91,64,64
16808,52,92,66,63
16542,52,94,66,62
17073,47,88,63,63
16374,48,91,61,62
16944,50,95,70,62
16931,52,92,62,63
16982,50,90,61,66
17105,51,89,67,66
16330,52,90,68,63
16916,52,85,61,64
16418,50,93,72,64
17016,49,94,66,67
16655,52,94,68,66
17317,51,96,67,58
16684,50,90,65,65
16531,47,92,66,72
16285,52,93,62,69
17004,54,99,72,71
16977,49,91,61,70
16572,53,98,66,70
17410,50,92,65,69
16785,48,99,63,57
16674,55,99,81,70
16929,52,96,66,65
17073,49,89,71,60
16085,49,108,65,64
16198,53,92,64,64
17174,51,94,64,61
17006,46,105,66,66
16666,52,88,59,59
16478,45,91,70,61
16323,50,89,64,59
16505,52,91,64,62
16211,49,96,66,60
16325,50,101,75,63
15506,51,100,62,63
16192,47,91,64,60
15951,48,94,67,70
16607,45,82,59,57
16484,54,91,68,62
16842,50,98,73,64
16803,49,97,72,66
16592,49,101,71,69
16528,51,94,70,69
15907,50,92,66,68
16111,48,83,64,71
16410,48,88,64,67
16360,50,86,61,58
17022,50,96,68,72
16330,51,99,65,68
16415,50,83,60,59
16478,50,94,69,62
16453,47,99,67,70
16952,51,98,65,66
16532,55,91,68,72
16226,49,90,67,63
16708,51,90,66,59
16199,48,89,65,66
17365,47,92,69,66
16778,50,101,68,68
16279,48,88,60,61
16070,51,95,64,69
16634,53,96,66,69
15881,49,92,73,61
16353,46,100,62,69
16492,50,99,62,63
15847,51,91,64,59
16310,51,89,62,59
16049,50,92,69,67
17182,49,100,71,72
16175,47,96,70,77
16600,53,99,66,71
16619,46,84,65,64
15794,52,85,62,63
15728,46,86,60,60
16001,51,100,67,62
